Participante,Dialogo
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","¿Para qué sirvió la tecnología? Para que esa muchacha esté chateando con el novio, el otro está revisando las cámaras de su casa y no sé qué estén haciendo los demás. Pero creo que la incorporación de la tecnología lo único que hace es distraer a nuestros alumnos en el aula."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Entonces si creer que meterle computadoras y iPads al salón cambió el modelo educativo, no cambió nada. Me parece que estaba mejor al-Qarawiyyin, los veo más más atentos."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Entonces debemos repensar que incorporar tecnología nada más por incorporarla y he visto muchas aulas con pantallas inteligentes que nadie usa, eh con profesores que no saben usarlas y nos gastamos 100.000 pesos en una pantalla. He visto el intento de incorporación de tecnologías en la educación fuertes, pero lo que no he visto es que el modelo educativo cambie nada."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","El modelo sigue siendo en la gran mayoría un monólogo unidireccional de una persona hacia sus alumnos y así va a ser difícil que modifiquemos. Entonces no quiero asustarlos, pero todas las tecnologías anteriores que hemos enfrentado las instituciones de educación superior nos han dado tiempo de adaptarnos."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","La economía y la modificación de la velocidad en la que se está acumulando la información y la transferencia del conocimiento, ahora sí su velocidad puede que ponga en riesgo y perdón que me ponga dramático, pero ahora sí estamos en peligro de extinción. O nos adaptamos rápido a los cambios o va a ser difícil. Y en 1400 años yo no veo ningún cambio. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Entonces en al-Qarawiyyin y en Bolonia lo que se aprendía era útil toda la vida. Hoy la velocidad y la vigencia de los conocimientos ya no duran toda la vida, duran cinco años. Eso nos obliga a enseñar y aprender toda la vida. Entonces el tema de cambiar y educar a lo largo de la vida ya no es una idea progresista, o sea puede sonar como muy moderno, no, no lo es, no tiene nada de moderno, más bien yo creo que ya es una estrategia de sobrevivencia institucional de las universidades y un reto civilizatorio porque no me imagino un mundo sin universidades. Digo yo por lo menos no quisiera vivir en un mundo donde no se entienda el valor civilizatorio de las universidades. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Somos mucho más que formadores de empleados, pero también la economía nos ayuda a jugar en el mercado y nuestros estudiantes tienen mientras no se modifique el modelo económico no podemos ser hipócritas, tenemos que enseñar a nuestros estudiantes para que puedan acceder a un empleo y tengan una vida digna y tenemos que mezclar el lenguaje económico, el filosófico, el ideológico, el político y tratar de transformar. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Perdón por lo largo, pero quería aprovechar esta reunión de CONACES para explicarles uno de los principales proyectos que queremos impulsar desde la secretaría y de los que queremos hacerlos parte, empezando con esta plataforma. Muchas gracias."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Bueno, pasamos entonces ahora sí al acuerdo. Comentarios si hubiera. Adelante Raúl."
Raúl,"Primero que nada, felicitarlo, subsecretario, la verdad es que es una gran exposición, es una cátedra lo que acabamos de recibir y ojalá y que las instituciones pudiéramos al menos compartir este espacio de esta sesión con todo el personal directivo, creo que marca de una manera muy clara el camino que eh debemos de seguir y que en lo particular lo veo como un gran acierto."
Raúl,"Se acaba de comentar, bueno usted mismo lo ha dicho la importancia que reviste en la vinculación y que no solamente es con el sector productivo, sino vincularnos con la sociedad con los jóvenes que tienen por ley que desempeñar su servicio social, que también ahí es un bastión muy grande que este se puede aprovechar y desafortunadamente no estamos muy apegados ahí a la ley del servicio social, pero hay mucho que aportar a través de esto, el de vincularse también con las instituciones de la media superior, que vayan conociendo a nuestras instituciones de educación superior desde antes de que terminen su instrucción media superior."
Raúl,"Creo que todo esto abona de una manera muy firme a darle solidez a la elegibilidad de los jóvenes que quieran seguir formándose, pero también el entender que las carreras largas, ustedes ya lo han mencionado varias veces, hoy fue muy claro, las carreras largas ya tienen que ir pasando a la historia."
Raúl,"Hoy una carrera de cuatro a cinco años, pues caray quienes están cursando el último año ya se olvidaron de lo que aprendieron en el primer año y lo que es peor cuando se insertan en el sector productivo, pues simple y sencillamente ya dio un giro de 180 grados el conocimiento, entonces tiene que acortarse y en otro también en otro momento el de voltear y ver el que las instituciones deben de estar participando en automático a la vez que se preparan en las aulas, en las instituciones, en los talleres y en los laboratorios, estar participando en el sector productivo, es una cosa ya obligada para de esa manera poder estar actualizados. "
Raúl,"Y pues bueno, lo felicito subsecretario la verdad este lo importante y qué bueno que esto se queda en la nube en internet y que podemos de ahí extraerlo y sí darle una repasada, fue una gran participación. Gracias."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior",Gracias Raúl.
Integrante,"Bueno igual eh me sumo a las felicitaciones, siempre se lo he dicho señor subsecretario usted habla y habla muy bien. Y yo me sumaba un poquito y ojalá también pudiéramos anotarlo en la parte de la titulación."
Integrante,"Qué bueno que está aquí la maestra Guillermina Alvarado, directora general del CONOCER, qué bueno que está aquí nuestro director general de profesiones el el maestro Omar Sánchez. La parte de la titulación también es importante para reevaluar y poder llevar a cabo certificaciones o microcredenciales en lugar de una tesis, de un proceso de tesis que en algún momento también está ya guardado en las bibliotecas de las escuelas las múltiples tesis y tesis que tenemos, lo podríamos llevar a cabo en la práctica."
Integrante,"Si nosotros en lugar de pedir ese proceso de titulación a los muchachos podríamos darles microcredenciales cada semestre y juntar un número significativo que pudiera a su vez de manera profesional y personal blindar al muchacho en diferentes pues de competencias y habilidades, eso nos podría ayudar, eso nos podría ayudar que en lugar de una tesis las microcredenciales pudieran ser validadas para obtener un título de técnico superior universitario o de licenciatura."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior",Esa es la idea que puedan transferirse. Bueno por ahí se pasan el micrófono ¿no?
Integrante,"Bueno yo aplaudo la iniciativa sin duda es muy importante. Sin embargo, creo que hay que profundizar porque estas cifras que se han dado son de hace más de 30 años. O sea, no son cifras actuales, son cifras de hace más de 30 años, y habría que revisarlas."
Integrante,"Por ejemplo, ¿y dónde está la integración de todo el sistema educativo? No la hay. Entonces, por ejemplo, ¿cómo es posible que desde niños se fomente la ciencia? con maestros que enseñen ciencia. Pero los profesores de primaria están lejos de enseñar ciencia. Eso nos lleva a que tenemos que fortalecer la formación inicial porque es la base."
Integrante,"Entonces, por eso digo que hay que ver la integración, la integralidad. ¿Cuál es el nivel, por decirlo de alguna manera, de educación media superior? Ahí tenemos un problema gravísimo que habría que revisar, pero no creo que hoy podamos hacerlo. Yo creo que hay que remitirlo a la mesa para que genere una discusión que nos permita tener efectivamente el diseño de esa estrategia que usted ha planteado muy bien para poder hacer algo. No lo vamos a lograr con paliativos. Necesitamos profundizar. Gracias."
Integrante x,"Sí, señor director. De la misma manera, subsecretario, me uno a la felicitación que los compañeros hacen con respecto a esta exposición, comentar que en lo que refiere a instituciones formadoras de profesionales de la educación, sí, los docentes, pero va más allá porque es todo un sistema amplio y robusto. "
Integrante x,"Al menos en estos datos ha sido un poco limitada la información al respecto, y es un campo muy importante de reconocer e incorporar. Ahora, en los puntos anteriores, cuando hablábamos de la importancia de la vinculación, regularmente hacemos un ejercicio de representación de la vinculación, principalmente hacia los sectores productivos, pero es importante también el enlace y la vinculación con los sectores sociales y de servicios de cara al establecimiento y la pertinencia de las ofertas educativas. "
Integrante x,"En ese sentido, remarcar la importancia de la pertinencia en el área formativa de los profesionales de la educación, eh, dada la función de distintos tópicos. Ahora estamos hablando de pertinencia, qué es lo necesario, qué es lo relevante, qué es lo que de cara a la política prospectiva sería necesario considerar. En este caso, tener en cuenta, por ejemplo, el fenómeno sociodemográfico relacionado con la natalidad o con el número de hijos que actualmente las parejas quieren tener, y esto es influyente para la oferta educativa, por ejemplo, en la educación básica de profesionales para para la educación, la educación básica. "
Integrante x,"La oferta laboral establecida actualmente por instituciones que establecen la admisión en educación básica y media superior como la USICAM. Digo, si no hay una oferta para profesionales de la educación, entonces ¿por qué tanta oferta educativa en las universidades al respecto? Hacer un ejercicio de análisis al respecto. Considerar las vocaciones regionales de las IES, pero sobre todo considerar el proyecto pedagógico establecido desde la Nueva Escuela Mexicana y valorar si esta oferta que tenemos se alinea y, en ese sentido, funcionamos como sistema. Sería mi comentario, subsecretario, muchas gracias."
Integrante y,"Pues va más o menos relacionado con ello. Nosotros en la formación de docentes podemos a pues aprovechar mucho esta plataforma, sobre todo cuando los chicos quieran ingresar al servicio y, de hecho, podría ser también para cualquier universitario que quiera entrar al servicio."
Integrante y,"En USICAM anteriormente, ahora no sabemos cómo se va a llamar el procedimiento, existe un catálogo de cursos que deben de ser validados para que ellos tengan un cierto puntaje. Porque nuestros cursos o, por lo menos este que estamos hablando ahora, podría ser pues medular para que ya sea universitario o normalista, si tiene este curso pues ya tiene el puntaje requerido ahí y así como este otros que, a lo mejor con carácter de obligatorio, aunados a los que vayamos ofreciendo de manera pues independiente cada institución de educación superior."
Integrante y,"Eso podría ser pues ese catálogo que le permitiría al nuevo docente de básica o de media superior pues tener ya estos referentes nacionales, aparte de la Nueva Escuela Mexicana, este referente del pues la cultura de paz, la no violencia, el cuidado de pues ahora como le como dicen ya los corridos que ayudan a otros sistemas, y demás. O sea, yo creo que por ahí podría servir bastante."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Sin duda, justo tuve una reunión previa con el subsecretario de Educación Superior de Guanajuato. Guanajuato es el único estado que en su ley ya prevé las microcredenciales, es el estado más avanzado en esto."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Y justo una de las iniciativas que están trabajando en su COEPES es hasta el tema de que estas microcredenciales puedan ser válidas para USICAM y que puedan ser transferibles a ese sistema. Digo, es una de las opciones que se va a poder abrir cuando tengamos esta plataforma sin duda, o sea, que sean transferibles."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Bueno, no sé si alguien más aquí ha hablado. Me ayudan a recorrer el micrófono."
Guillermo Ramírez en representación de CONADE ,"Gracias subsecretario Guillermo Ramírez en representación de CONADE. Nosotros en CONADE tenemos la ENED, la Escuela Nacional de Entrenadores Deportivos. Este año ya hicimos una regularización del programa de licenciatura después de 12 años de no actualizarla y la presentación del día de hoy nos viene como anillo al dedo porque es algo que ya empezamos a hacer para la generación de este septiembre de 2025 donde los muchachos después del primer año van a tener de una o dos certificaciones o microcertificaciones en el ámbito deportivo para poder dar así una mejor preparación."
Guillermo Ramírez en representación de CONADE ,"Hemos notado que la deserción y los exámenes extraordinarios superan a nuestra población en sí. Entonces pensamos que hacer esto de las microcertificaciones va a ayudar a disminuir estos estos porcentajes. Entonces en un año les podremos compartir también cómo vamos y bueno, esperamos estar aquí todavía."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Felicidades y sí platíquenos la experiencia a ver cómo les fue. Ahí al lado, Gloria. "
"Gloria del Castillo Alemán, directora general de la FLACSO ","Bueno gracias. Yo celebro esta propuesta y creo que parte de un diagnóstico pues muy preocupante y puntual. Entre ellos está el abandono, bueno lo que ya este tú nos comentaste y en ese sentido me parece muy importante que esta estrategia también tenga digo, entiendo que lo comprenda, pero hacer mucho más visible que va a abordar un problema de abandono, no solamente por los cursos, por los cursos que están dándose en general, sino que también veía en la lista y eso era más bien la pregunta ¿hay algún curso, no sé si lo alcancé a leer bien que era como primeros auxilios psicológicos o emocionales? Entonces, ¿es un curso nuevo o es un como ejemplo?"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","No, bueno, hay un curso el ahí está. El quinto curso más popular en México es de la Universidad Autónoma de Barcelona y se llama primeros auxilios psicológicos y es el pero es de la Universidad Autónoma de Barcelona y deberíamos de darlo acá. Bueno, muchísimas escuelas lo están tomando. Ese es el quinto curso más popular en México. Este es de la Universidad Autónoma de Barcelona y es un gran curso, o sea, yo por ejemplo cuando fui rector yo se los proponía a mis directores de Prepa que lo tomaran todos sus maestros."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","O sea, es una gran microcredencial y es una de las propuestas que queremos hacer nuestro propio curso para hacerlo en nuestra plataforma y hacerlo gratuito"
"Gloria del Castillo Alemán, directora general de la FLACSO ","Entonces, pero si es una propuesta de hacer un curso, ah bueno, yo celebro eso. Yo he dicho en varias ocasiones que los temas emocionales, los problemas psicológicos están muy presentes en nuestras instituciones, no solo entre estudiantes, sino también entre el profesorado y el personal administrativo. Me parece que somos todos. Yo digo que todos tenemos nuestros momentos. Me parece que esto contribuiría a ir saneando... bueno, yo lo veo así, lo veo desde mi institución: si no tenemos abordajes para este tipo de problemáticas, por mucho que pensemos en enseñar bien, en la pertinencia, la cobertura, etc., al final no será suficiente. "
"Gloria del Castillo Alemán, directora general de la FLACSO ","Me parece muy importante que dentro de estas microcredenciales se estén tomando en consideración estos temas. Insisto, nosotros, como directivos, rectores y rectoras, no sabemos cómo abordarlos, y son temas muy difíciles de abordar porque es una pandemia más grande que el COVID. Entonces me parece pertinente darle seguimiento a eso en función de si disminuyen o no las tasas de abandono, ¿no?"
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Sí, es una de las propuestas de cursos y es fabuloso, se llama primeros auxilios psicológicos. Si nuestros profesores tomaran este curso, podríamos prevenir muchísimos suicidios, podríamos prevenir, o sea, el tema de las tutorías, seguimiento, trayectorias académicas, hacer un sistema de alertas, cuando hay atipicidades, sí, saber detectar una mirada, saber detectar un comportamiento atípico, a tiempo puede prevenir muchas cosas. Entonces sí, la idea es hacer un curso de primeros auxilios psicológicos."
"Gloria del Castillo Alemán, directora general de la FLACSO ","Y yo creo que también los profesores podríamos hacer más empatía con nuestras comunidades de estudiantes,  con estos pero bueno, eso quería decir."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Bueno, tenemos por Zoom, levantar la mano Rodrigo López Zavala, subsecretario de Sinaloa."
"Rodrigo López Zavala, subsecretario de Sinaloa.","Sí, gracias, pues saludos a todos, digo que lamentablemente de manera presencial por tema de mi vuelo no pude estar allá, pero aquí estoy. "
"Rodrigo López Zavala, subsecretario de Sinaloa.","Me parece muy interesante, subsecretario su exposición, la suscribo de la A a la Z totalmente aquí me parece importante que no es un problema técnico, sino un problema de voluntades y de estrategias para poder lograr lo que aquí nos está proponiendo y que yo digo que es fundamental."
"Rodrigo López Zavala, subsecretario de Sinaloa.","Este tema tiene rato discutiéndose en el mundo académico y creo que más que ser un tema técnico le decía eh habría que establecer como las los pilares principales desde donde hay que construir toda esta ruta. Uno de ellos sin duda es el tema de la interdisciplina, que por cierto es un tema que desde los años 70 del siglo pasado, la ANUIES lo ha planteado, hay un libro específicamente sobre el tema."
"Rodrigo López Zavala, subsecretario de Sinaloa.","El otro tema que supongo yo hay que tomar en cuenta es la pertinencia que está muy presente en toda la exposición que usted nos ha hecho y que sin duda sin que vayan desmedro de la calidad hay que construir la concretar la propuesta, por lo tanto el otro concepto que debe regir la propuesta es la calidad y uno más que creo que es fundamental y que usted le ha puesto mucho énfasis es el de la justicia, reconocer a aquellos que saben sin que estén en la estructura formal de la educación superior."
"Rodrigo López Zavala, subsecretario de Sinaloa.","Yo creo que ese tema de justicia, por lo tanto, interdisciplina, calidad, justicia, son conceptos sobre los cuales hay que construir esa esa ruta estrategia y con objetivos muy claros. Yo suscribiría esto y me parece que debe ser un tema en la comisión que corresponda que se trabaje y socializarlo entre todos nosotros, ya hay pasos que se han dado en algunos, por ejemplo en la propuesta de programa de educación superior en Sinaloa, está presente buena parte de lo que usted ha expuesto, se recupera las resolutivos del Consejo Regional de Educación Superior, el CRES, que el año pasado se llevó a cabo en Brasilia y sobre todo esto que nos falta cinco años para llegar a la meta y evaluar que es el 2030 de los ODS de la ONU. "
"Rodrigo López Zavala, subsecretario de Sinaloa.","Entonces no me detengo más, creo que el tiempo me obliga a cortarlo aquí, pero decir que es fundamental y es un tema de mucha relevancia y que una de las comisiones que nos presente una ruta y todos aquellos todas aquellas autoridades locales que nos identifiquemos con ello, que yo entre ellos adelanto que sí, poder iniciar esta experiencia en cada en cada entidad, subsecretario, muchísimas gracias, me alienta la verdad darme cuenta que no estamos solos en esta idea. Hay mucho que hacer en este tema."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Muchas gracias y lo vamos a hacer juntos. Muchas gracias. Aquí Norma, por favor."
"Dra. Norma Rondero López, Secretaria General de la Universidad Autónoma Metropolitana","Buenas tardes a todos. Yo quisiera referirme a dos temas más de los alrededores de la exposición que del tema central de las de las credencial de la de las microcredenciales o de la educación para toda la vida y es el primero, el asociado al papel de las ciencias sociales y de la forma en la que efectivamente hemos visto caer las demandas de matrícula y la concentración en algunas de ellas únicamente. "
"Dra. Norma Rondero López, Secretaria General de la Universidad Autónoma Metropolitana","Y quisiera comentar que efectivamente es uno de los problemas que debe atañer a cualquiera de las instituciones que estamos aquí y que deben estar acompañando justamente este esfuerzo que pudiéramos implementar asociado a este tema del reconocimiento de los estudios parciales o de la certificación de las cuestiones que están asociadas a la docencia en términos generales en educación superior y desde luego no solamente en términos de la transversalización de las ciencias sociales en otras disciplinas en otras ciencias, sino el reconocimiento como tal de las propias ciencias sociales, en particular en su papel como aporte al análisis y a la atención a problemas nacionales o incluso a la vinculación con temas ya abordados en torno al plan México y del papel que debe tener entonces este reconocimiento, esta recuperación de las ciencias sociales como tales, creo que es uno de los temas de agenda que puede ser abordado en el marco de la discusión del plan nacional de desarrollo de estar acompañando de manera directa al tema de eh la educación para la vida."
"Dra. Norma Rondero López, Secretaria General de la Universidad Autónoma Metropolitana","Y el segundo tema es que me pesco de alguno de los ejemplos que puso el subsecretario, y es el tema de la existencia necesaria en todas las carreras de lo que serían lo que en algunas instituciones se llaman los troncos generales o los troncos comunes o los troncos transdisciplinares que eh también suelen ser muy comunes en muchas de nuestras universidades públicas y que efectivamente recuperan problemas de en temas como los que se mencionaron ética, ciudadanía y también algunos elementos de nociones básicos de algunas de las disciplinas que son muy importantes para cualquiera. "
"Dra. Norma Rondero López, Secretaria General de la Universidad Autónoma Metropolitana",Algunos aspectos de ciencias duras para los estudiantes de ciencias sociales y algunos aspectos de las ciencias sociales para los alumnos de ciencias duras. Serían los dos temas que quisiera comentar. Muchas gracias. 
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Gracias. Bueno vamos allá y tenemos una por Zoom y después regresamos aquí con Consuelo. Ahí hay otro. Adelante, adelante. "
Marta Vergara desde el Consejo Mexicano de Investigación Educativa,Gracias. Marta Vergara desde el Consejo Mexicano de Investigación Educativa.
Marta Vergara desde el Consejo Mexicano de Investigación Educativa,"Bueno, en primer lugar, mi reconocimiento por la propuesta que se nos realiza señor subsecretario. Me veo, o sea, analizo la propuesta y veo que es una propuesta que es estratégica por supuesto y es la podemos concebir como de manera transversal para detonar, bueno no detonar solamente sino identificar los puntos nodales para la mejora educativa a nivel nacional."
Marta Vergara desde el Consejo Mexicano de Investigación Educativa,Y en este sentido desde la investigación educativa también pienso que podríamos aportar en gran medida no solamente para llevar a cabo las acciones sino para identificar los principales problemas fundamentarlos y plantear algunas propuestas desde la investigación que ya se han realizado a partir de los estados del conocimiento.
Marta Vergara desde el Consejo Mexicano de Investigación Educativa,"En los estados del conocimiento tenemos mucha información ya está publicada esta última década que recupera los 10 años de investigación educativa desde el 2011 al 2021 y en estos estados del conocimiento podríamos identificar no solamente estos problemas sino también otros, pero de igual manera identificar no solamente porcentajes sino la voz de los actores y por supuesto algunas propuestas que nos pueden ayudar de alguna forma para sustentar las grandes estrategias que se nos están planteando."
Marta Vergara desde el Consejo Mexicano de Investigación Educativa,"Entonces en ese sentido con nuestro apoyo desde el consejo y desde los investigadores que formamos parte del consejo que muchos de ellos estamos aquí, o sea todavía están aquí también representando algunas de las instituciones. Muchas gracias y felicidades por la propuesta."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Le agradezco mucho. Bueno, está por zoom Cristopher Jesús Téllez que es estudiante del UPN Tlaquepaque. Adelante Cristopher."
"Cristopher Jesús Trejo Mallén, representante de la Universidad Pedagógica Nacional.","Hola, muy buenas tardes. Mi nombre es Cristopher Jesús Trejo Mallén. Represento a la Universidad Pedagógica Nacional."
"Cristopher Jesús Trejo Mallén, representante de la Universidad Pedagógica Nacional.","Me gustaría hacer énfasis en la importancia de las humanidades. Además de que soy estudiante de la licenciatura en pedagogía en la UPN, también estudio la licenciatura en filosofía en la UDG y últimamente, siendo estudiante me he dado cuenta de cuál es la problemática que tenemos como licenciatura, en esta área de filosofía, pero también en las otras de eso de humanidades. Cómo ha ido decayendo este el ingreso de aspirantes a las licenciaturas y todo y que ha afectado en la sociedad también."
"Cristopher Jesús Trejo Mallén, representante de la Universidad Pedagógica Nacional.","Pero más que nada darle mi reconocimiento al secretario precisamente por esa apertura que le está dando a las humanidades porque al final de cuentas terminan siendo importantes, en la vida diaria y común de todas las personas. Como estudiante de pedagogía también me gustaría hacer énfasis en la relevancia que tiene en la educación básica ahora con la nueva escuela mexicana, pero haciendo el enlace con educación superior como usted lo comentaba, que fuera haciendo una forma en la cual pase de la educación básica a la educación superior, pero llegando lo que es el tema de las humanidades, la filosofía, la historia, la literatura porque hay una crisis muy grande también de conocimientos respecto a eso que se pasa de lo que es la educación básica a la educación superior."
"Cristopher Jesús Trejo Mallén, representante de la Universidad Pedagógica Nacional.","Ahora en la educación básica con la nueva escuela mexicana se proponen los ejes articuladores y uno de ellos es el pensamiento crítico. El pensamiento crítico pues está muy ligado a la filosofía, pero para poder tener nosotros un pensamiento crítico necesitamos conocimientos para poder hacer una reflexión respecto a ello que nosotros queremos criticar. "
"Cristopher Jesús Trejo Mallén, representante de la Universidad Pedagógica Nacional.","Entonces al final de cuentas considero que es importante hacer este trabajo de rescatar las eh humanidades, pero desde puntos en los cuales les sea de importancia a los estudiantes, al alumnado, a los jóvenes, porque platicando yo con amigos que no antes de las humanidades, pues en cierto sentido no le ven la relevancia con sus mundos, con sus realidades. Yo me he propuesto tratar de estudiar cómo sería una forma en la cual hacer relevante todos los contenidos, como por ejemplo la lógica, o sea, para qué sirve la lógica y su estudio en un estudiante de secundaria, de preparatoria, las etimologías, para qué son importantes las etimologías."
"Cristopher Jesús Trejo Mallén, representante de la Universidad Pedagógica Nacional.","Son conocimientos que a lo largo de estas décadas se han ido dejando, pero que terminan teniendo una relevancia dentro de lo que es no del todo para trabajar, pero sí para formarte como un ser, como una persona, como un ciudadano, que te ayude a discernir este pensamiento crítico que se menciona tanto en la escuela. Y bueno, esa sería mi aportación, muchísimas gracias y aquí está."
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","Muchísimas gracias, Christopher y me da muchísimo gusto que los estudiantes participen, hay que darle un aplauso Christopher porque realmente los estudiantes no se animan a participar. Allá al final desde hace rato estaba levantando la mano, si me ayudan allá al final primero porque ya llevan rato y después vamos acá con Consuelo y después acá. Y después acá."
"Reina Herrera Olivares, UPN 153 Ecatepec.","Hola, buenos días, Reina Herrera Olivares, UPN 153 Ecatepec. Bueno, veo que los retos son inmediatos, esto de que para el cuatro para rápido no surgen mucho a partir de todo lo que presentas, doctor, de verdad que nos deja claro que es urgente movilizarnos todos."
"Reina Herrera Olivares, UPN 153 Ecatepec.","La educación superior principio y fin, fin y principio. Nunca en lo que yo tengo en el sistema educativo nacional había visto el énfasis que hoy tiene la educación superior."
"Reina Herrera Olivares, UPN 153 Ecatepec.","Si no apostamos todos por estos cambios que tú que tú nos muestras hace un rato y desde la sesión anterior, estamos condenados a la muerte en todos los sentidos, como humanidad, como en avance nos vamos a quedar atrás. Y yo digo son retos inmediatos porque yo ya empecé a hacer cosas ahí en la universidad, dije ofrezcamos cursos de matemáticas para los maestros, para profesionalizarnos, porque los maestros no enseñamos mucha matemática ni enamoramos a los niños tampoco de ello porque no nos gustan, porque no tenemos claridad de las didácticas, porque no sabemos la implicación que tiene formar a los niños en las matemáticas y en las ciencias."
"Reina Herrera Olivares, UPN 153 Ecatepec.","Entonces bueno también me parecía muy interesante lo que planteaba el estudiante en torno a las humanidades, en torno a las humanidades y a esos ejes articuladores de la educación básica, que por qué no pensar en esos ejes articuladores para todo el sistema educativo nacional, que esos ejes atraviesen todo el sistema educativo nacional, porque bueno yo tengo de vecinos al tecnológico de Ecatepec, y ya platicando con el director, dice es que nosotros no estamos formados en ello y nos urge también. "
"Reina Herrera Olivares, UPN 153 Ecatepec.","Y bueno también la educación media, cómo apoyar desde las UPN, este coincido con lo que decía mi compañero hace un rato, es un atolladero muy grande en la media superior y a donde realmente ahorita va a estar apostado el trabajo también mucho para las UPN y poder apoyar en la profesionalización de los maestros de media superior. "
"Reina Herrera Olivares, UPN 153 Ecatepec.","Entonces yo creo que los retos son muy muy grandes y pensar en nuevas formas de titulación, también creo y a partir de la experiencia que estamos teniendo, la IA nos está superando. Entonces pensemos en nuevas formas de titulación de licenciaturas. "
"Reina Herrera Olivares, UPN 153 Ecatepec.","Y lo que se plantea de acortar los tiempos también creo que es importante porque coincido con lo que dicen mis compañeros, el conocimiento ese crecimiento, ese avance tan rápido nos está rebasando, pero urgen las plataformas y eso me dio mucha alegría escucharlo. Muchas gracias. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior",Muchas gracias. Bueno acá consuelo y después acá.
"Consuelo Natalia Fiorentini Cañedo, Universidad Autónoma del Estado de Quintana Roo ","Buenas tardes a todos, Consuelo Natalia Fiorentini Cañedo, Universidad Autónoma del Estado de Quintana Roo. Cómo caminar más rápido en estas maravillosas estrategias, me parece desde mi punto de vista muy personal, dos, necesitamos cambiar los incentivos para vencer resistencias y hábitos."
"Consuelo Natalia Fiorentini Cañedo, Universidad Autónoma del Estado de Quintana Roo ","Cito a Anthony Giddens 1984. Los hábitos son prácticas rutinarias que se realizan de manera automática y que contribuyen a la reproducción de la estructura social o el estatus quo. Es muy difícil que los incentivos sigan promoviendo ciertas líneas de trabajo cuando la realidad ya nos está pidiendo otra cosa. Entonces aquí creo que el programa de estímulos al desempeño, el tema del SNII pueden ayudar muchísimo a que caminemos más rápido en esa dirección."
"Consuelo Natalia Fiorentini Cañedo, Universidad Autónoma del Estado de Quintana Roo ","Y la otra serían estos indicadores flexibles. Si lo que estamos buscando son trayectorias, esquemas de profesionalización flexibles, necesitamos también indicadores flexibles. Gracias. "
"Dr. Ricardo Villanueva Lomelí, Subsecretario de Educación Superior","De acuerdo, totalmente. Muchas gracias. "
Representante de la Benemérita Escuela Normal Federalizada de Tamaulipas,"Sí. Bien, muchas gracias, muy buenas tardes eh de Tamaulipas, de la Benemérita Escuela Normal Federalizada con mucho gusto y muy honrada. Felicidades por la exposición, en ella ubicamos perfectamente una política clara, unos lineamientos exactos. "
Representante de la Benemérita Escuela Normal Federalizada de Tamaulipas,"Mi participación va a ser va a tratar de ser puntual por la agenda que tenemos y que es precisamente tratar de recuperar, así como se trabaja en educación básica en pos de encontrar una continuidad, ver la oportunidad de que todo nuestro sistema educativo mexicano tenga esa línea de trabajo que recupere lo que se hace en los diferentes niveles y que no nos lleve a lo que comentaba hace un momento el doctor, que haya esas zonas oscuras como puede ser la educación media superior, que tal parece que a veces le pone trabas al joven en vez de llevarlo hacia el siguiente punto."
Representante de la Benemérita Escuela Normal Federalizada de Tamaulipas,"Como parte de un sistema formador de docentes también y viendo los análisis que nos presenta, vemos ahí que el sistema de educación normal tiene menos problemas con la deserción. No me voy a meter en cuestiones estadísticas porque obviamente nuestra estadística es mucho menor que la de otras instituciones."
Representante de la Benemérita Escuela Normal Federalizada de Tamaulipas,"Sin embargo, sí considero que en la búsqueda de un mejor modelo docencia que precisamente acerque al docente a lo que es el ente, en este caso, el alumno, que precisamente nos permita buscar esos modelos más flexibles que usted comenta. O sea, sistemas de educación superior que verdaderamente sean flexibles y adecuados al momento actual."
